Strain name	Species	Division	Class	Habitat	Strain Link	Species Link
K-1694	Ulvella scutata	Chlorophyta	Ulvophyceae	Marine (Chondrus yendoi)	https://norcca.scrol.net/strain/k-1694	https://norcca.scrol.net/species/ulvella-scutata
K-1695	Ulvella aequicrassa	Chlorophyta	Ulvophyceae	Marine (Mollusc shell)	https://norcca.scrol.net/strain/k-1695	https://norcca.scrol.net/species/ulvella-aequicrassa
K-1696	Ulvella gigas	Chlorophyta	Ulvophyceae	Marine (Sargassum ringgoldianum. Endophytic filaments among surface cells )	https://norcca.scrol.net/strain/k-1696	https://norcca.scrol.net/species/ulvella-gigas
K-1697	Ulvella glabra	Chlorophyta	Ulvophyceae	Marine (Pebble)	https://norcca.scrol.net/strain/k-1697	https://norcca.scrol.net/species/ulvella-glabra
K-1698	Ulvella inopinata	Chlorophyta	Ulvophyceae	Marine (Chondrus ocellatus)	https://norcca.scrol.net/strain/k-1698	https://norcca.scrol.net/species/ulvella-inopinata
K-1699	Ulvella pachypes	Chlorophyta	Ulvophyceae	Marine (Pebble)	https://norcca.scrol.net/strain/k-1699	https://norcca.scrol.net/species/ulvella-pachypes
K-1700	Pseudodictyon porphyrae	Chlorophyta	Ulvophyceae	Marine (Porphyrae leucosticta)	https://norcca.scrol.net/strain/k-1700	https://norcca.scrol.net/species/pseudodictyon-porphyrae
K-1701	Ulvella pseudorepens	Chlorophyta	Ulvophyceae	Marine (Chorda filum)	https://norcca.scrol.net/strain/k-1701	https://norcca.scrol.net/species/ulvella-pseudorepens
K-1702	Ulvella pseudorepens	Chlorophyta	Ulvophyceae	Marine (Chorda filum)	https://norcca.scrol.net/strain/k-1702	https://norcca.scrol.net/species/ulvella-pseudorepens
K-1703	Ulvella ramosa	Chlorophyta	Ulvophyceae	Marine, Gloiopeltis tenax, epi-endophyte in cortex and outer medulla	https://norcca.scrol.net/strain/k-1703	https://norcca.scrol.net/species/ulvella-ramosa
K-1704	Entoderma reticulata	Chlorophyta	Ulvophyceae	Marine (Acrosorium flabellatum))	https://norcca.scrol.net/strain/k-1704	https://norcca.scrol.net/species/entoderma-reticulata
K-1705	Ulvella setchellii	Chlorophyta	Ulvophyceae	Marine (Phyllophora crispa)	https://norcca.scrol.net/strain/k-1705	https://norcca.scrol.net/species/ulvella-setchellii
K-1706	Ulvella sp.	Chlorophyta	Ulvophyceae	Marine (Hyalosiphonia caespitosa , epiphyte	https://norcca.scrol.net/strain/k-1706	https://norcca.scrol.net/species/ulvella-sp
K-1707	Ulvella sp.	Chlorophyta	Ulvophyceae	Marine (Ahnfeltiopsis flabelliformis)	https://norcca.scrol.net/strain/k-1707	https://norcca.scrol.net/species/ulvella-sp
K-1708	Epicladia testarum	Chlorophyta	Ulvophyceae	Marine (Mya arenarea, dead shell)	https://norcca.scrol.net/strain/k-1708	https://norcca.scrol.net/species/epicladia-testarum
K-1709	Ulvella vacuospora	Chlorophyta	Ulvophyceae	Marine (Laurencia sp.)	https://norcca.scrol.net/strain/k-1709	https://norcca.scrol.net/species/ulvella-vacuospora
K-1710	Ulvella vacuospora	Chlorophyta	Ulvophyceae	Marine (Ecklonia cava, epiphyte)	https://norcca.scrol.net/strain/k-1710	https://norcca.scrol.net/species/ulvella-vacuospora
K-1711	Ulvella waernii	Chlorophyta	Ulvophyceae	Marine (Phragmites australis, epiphyte)	https://norcca.scrol.net/strain/k-1711	https://norcca.scrol.net/species/ulvella-waernii
K-1713	Ulvella dasycala	Chlorophyta	Ulvophyceae	Marine (Champia parvula)	https://norcca.scrol.net/strain/k-1713	https://norcca.scrol.net/species/ulvella-dasycala
K-1714	Ulvella marchantiae	Chlorophyta	Ulvophyceae	Marine (Laurencia sp.)	https://norcca.scrol.net/strain/k-1714	https://norcca.scrol.net/species/ulvella-marchantiae
K-1715	Ruthnielsenia tenuis	Chlorophyta	Ulvophyceae	Marine (Mollusc shell)	https://norcca.scrol.net/strain/k-1715	https://norcca.scrol.net/species/ruthnielsenia-tenuis
K-1716	Ulvella vacuospora	Chlorophyta	Ulvophyceae	Marine (Snail, intertidal)	https://norcca.scrol.net/strain/k-1716	https://norcca.scrol.net/species/ulvella-vacuospora
K-1717	Gomontia polyrhiza	Chlorophyta	Ulvophyceae	Marine (Mollusc shell)	https://norcca.scrol.net/strain/k-1717	https://norcca.scrol.net/species/gomontia-polyrhiza
K-1718	Phaeophila ramulosa	Chlorophyta	Ulvophyceae	Marine (epiphytes on Chaetomorpha linum)	https://norcca.scrol.net/strain/k-1718	https://norcca.scrol.net/species/phaeophila-ramulosa
K-1719	unident. desmid sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1719	https://norcca.scrol.net/species/unident-desmid-sp
K-1720	Micrasterias papillifera	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1720	https://norcca.scrol.net/species/micrasterias-papillifera
K-1721	Peridinium cinctum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1721	https://norcca.scrol.net/species/peridinium-cinctum
K-1722	Carteria sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1722	https://norcca.scrol.net/species/carteria-sp
K-1723	Micrasterias thomasiana var.notata	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1723	https://norcca.scrol.net/species/micrasterias-thomasiana-varnotata
K-1726	Desmodesmus serratus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1726	https://norcca.scrol.net/species/desmodesmus-serratus
K-1729	Hyalotheca dissiliens var.minor	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1729	https://norcca.scrol.net/species/hyalotheca-dissiliens-varminor
K-1730	Hemidinium nasutum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1730	https://norcca.scrol.net/species/hemidinium-nasutum
K-1731	Haematococcus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1731	https://norcca.scrol.net/species/haematococcus-sp
K-1733	Epicladia perforans	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1733	https://norcca.scrol.net/species/epicladia-perforans
K-1734	Phaeophila dendroides	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1734	https://norcca.scrol.net/species/phaeophila-dendroides
K-1735	Bolbocoleon piliferum	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1735	https://norcca.scrol.net/species/bolbocoleon-piliferum
K-1736	Tellamia contorta	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1736	https://norcca.scrol.net/species/tellamia-contorta
K-1737	Pseudendoclonium dynamenae	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1737	https://norcca.scrol.net/species/pseudendoclonium-dynamenae
K-1738	Ovillaria catenata	Chlorophyta		Marine	https://norcca.scrol.net/strain/k-1738	https://norcca.scrol.net/species/ovillaria-catenata
K-1739	Epicladia phillipsii	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1739	https://norcca.scrol.net/species/epicladia-phillipsii
K-1740	Epicladia flustrae	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1740	https://norcca.scrol.net/species/epicladia-flustrae
K-1741	Pseudendoclonium submarinum	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1741	https://norcca.scrol.net/species/pseudendoclonium-submarinum
K-1742	Ochlochaete hystrix	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1742	https://norcca.scrol.net/species/ochlochaete-hystrix
K-1743	Neostromatella monostromatica	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1743	https://norcca.scrol.net/species/neostromatella-monostromatica
K-1744	Ulvella parasitica f. zosterae	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1744	https://norcca.scrol.net/species/ulvella-parasitica-f-zosterae
K-1745	Neostromatella monostromatica	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1745	https://norcca.scrol.net/species/neostromatella-monostromatica
K-1746	Phaeophila dendroides	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1746	https://norcca.scrol.net/species/phaeophila-dendroides
K-1747	Pseudendoclonium fucicola	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1747	https://norcca.scrol.net/species/pseudendoclonium-fucicola
K-1748	Phaeophila dendroides	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1748	https://norcca.scrol.net/species/phaeophila-dendroides
K-1749	Syncoryne reinkei	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1749	https://norcca.scrol.net/species/syncoryne-reinkei
K-1750	Neostromatella monostromatica	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1750	https://norcca.scrol.net/species/neostromatella-monostromatica
K-1752	Heterocapsa sp.	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1752	https://norcca.scrol.net/species/heterocapsa-sp
K-1753	Dinophyte sp.	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1753	https://norcca.scrol.net/species/dinophyte-sp
K-1754	Mougeotia sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1754	https://norcca.scrol.net/species/mougeotia-sp
K-1756	Nephroselmis sp.	Chlorophyta	Nephroselmidophyceae	Freshwater	https://norcca.scrol.net/strain/k-1756	https://norcca.scrol.net/species/nephroselmis-sp
K-1757	Unident. chlorophyte sp.	Chlorophyta	Chlorophyta_X	Freshwater	https://norcca.scrol.net/strain/k-1757	https://norcca.scrol.net/species/unident-chlorophyte-sp
K-1758	Xanthidium antilopaeum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1758	https://norcca.scrol.net/species/xanthidium-antilopaeum
K-1759	Mallomonas kalinae	Ochrophyta	Synurophyceae	Freshwater	https://norcca.scrol.net/strain/k-1759	https://norcca.scrol.net/species/mallomonas-kalinae
K-1760	Chlorokybus sp.	Charophyta	Chlorokybophyceae	Freshwater	https://norcca.scrol.net/strain/k-1760	https://norcca.scrol.net/species/chlorokybus-sp
K-1761	Botryococcus sp.	Chlorophyta	Trebouxiophyceae		https://norcca.scrol.net/strain/k-1761	https://norcca.scrol.net/species/botryococcus-sp
K-1762	Unident. chlorophyte sp.	Chlorophyta	Chlorophyta_X	Freshwater	https://norcca.scrol.net/strain/k-1762	https://norcca.scrol.net/species/unident-chlorophyte-sp
K-1763	Epipyxis sp.	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1763	https://norcca.scrol.net/species/epipyxis-sp
K-1764	Ophiocytium sp.	Ochrophyta	Xanthophyceae	Freshwater	https://norcca.scrol.net/strain/k-1764	https://norcca.scrol.net/species/ophiocytium-sp
K-1765	Dermatochrysis sp.	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1765	https://norcca.scrol.net/species/dermatochrysis-sp
K-1766	Ochromonas moestrupii	Ochrophyta	Chrysophyceae	Marine	https://norcca.scrol.net/strain/k-1766	https://norcca.scrol.net/species/ochromonas-moestrupii
K-1767	Gloeochrysis sp.	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1767	https://norcca.scrol.net/species/gloeochrysis-sp
K-1768	Levanderina fissa	Myzozoa	Dinophyceae	Brackish	https://norcca.scrol.net/strain/k-1768	https://norcca.scrol.net/species/levanderina-fissa
K-1771	Eudorina sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1771	https://norcca.scrol.net/species/eudorina-sp
K-1773	Gonium pectorale	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1773	https://norcca.scrol.net/species/gonium-pectorale
K-1775	Parvodinium inconspicuum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1775	https://norcca.scrol.net/species/parvodinium-inconspicuum
K-1781	Chaetoceros tortissimus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1781	https://norcca.scrol.net/species/chaetoceros-tortissimus
K-1782	Chaetoceros laciniosus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1782	https://norcca.scrol.net/species/chaetoceros-laciniosus
K-1783	Chaetoceros gelidus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1783	https://norcca.scrol.net/species/chaetoceros-gelidus
K-1784	Chaetoceros gelidus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1784	https://norcca.scrol.net/species/chaetoceros-gelidus
K-1785	Chaetoceros diadema	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1785	https://norcca.scrol.net/species/chaetoceros-diadema
K-1786	Chaetoceros gelidus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1786	https://norcca.scrol.net/species/chaetoceros-gelidus
K-1787	Chaetoceros tenuissimus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1787	https://norcca.scrol.net/species/chaetoceros-tenuissimus
K-1788	Chaetoceros decipiens	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1788	https://norcca.scrol.net/species/chaetoceros-decipiens
K-1789	Chaetoceros gelidus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1789	https://norcca.scrol.net/species/chaetoceros-gelidus
K-1790	Chaetoceros subtilis	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1790	https://norcca.scrol.net/species/chaetoceros-subtilis
K-1791	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1791	https://norcca.scrol.net/species/chaetoceros-wighamii
K-1792	Attheya longicornis	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1792	https://norcca.scrol.net/species/attheya-longicornis
K-1793	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1793	https://norcca.scrol.net/species/chaetoceros-wighamii
K-1794	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1794	https://norcca.scrol.net/species/chaetoceros-wighamii
K-1795	Chaetoceros laciniosus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1795	https://norcca.scrol.net/species/chaetoceros-laciniosus
K-1796	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1796	https://norcca.scrol.net/species/chaetoceros-wighamii
K-1798	Chaetoceros laciniosus	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1798	https://norcca.scrol.net/species/chaetoceros-laciniosus
K-1800	Haematococcus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1800	https://norcca.scrol.net/species/haematococcus-sp
K-1801	Chlorella vulgaris	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/k-1801	https://norcca.scrol.net/species/chlorella-vulgaris
K-1802	Chrysamoeba sp.	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1802	https://norcca.scrol.net/species/chrysamoeba-sp
K-1804	Pseudochattonella farcimen	Ochrophyta	Dictyochophyceae	Marine	https://norcca.scrol.net/strain/k-1804	https://norcca.scrol.net/species/pseudochattonella-farcimen
K-1809	Pseudochattonella farcimen	Ochrophyta	Dictyochophyceae	Marine	https://norcca.scrol.net/strain/k-1809	https://norcca.scrol.net/species/pseudochattonella-farcimen
K-1812	Coolia monotis	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1812	https://norcca.scrol.net/species/coolia-monotis
K-1814	Coolia monotis	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1814	https://norcca.scrol.net/species/coolia-monotis
K-1815	Coolia monotis	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1815	https://norcca.scrol.net/species/coolia-monotis
K-1821	Pentapharsodinium dalei	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1821	https://norcca.scrol.net/species/pentapharsodinium-dalei
K-1822	Pentapharsodinium dalei	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1822	https://norcca.scrol.net/species/pentapharsodinium-dalei
K-1823	Pentapharsodinium tyrrhenicum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1823	https://norcca.scrol.net/species/pentapharsodinium-tyrrhenicum
K-1824	Pentapharsodinium dalei	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1824	https://norcca.scrol.net/species/pentapharsodinium-dalei
K-1825	Pentapharsodinium dalei	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1825	https://norcca.scrol.net/species/pentapharsodinium-dalei
K-1826	Tetradesmus obliquus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1826	https://norcca.scrol.net/species/tetradesmus-obliquus
K-1828	Peridinium bipes	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1828	https://norcca.scrol.net/species/peridinium-bipes
K-1830	Dunaliella salina	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/k-1830	https://norcca.scrol.net/species/dunaliella-salina
K-1831	Coscinodiscus granii	Bacillariophyta	Coscinodiscophyceae	Marine	https://norcca.scrol.net/strain/k-1831	https://norcca.scrol.net/species/coscinodiscus-granii
K-1832	Coscinodiscus granii	Bacillariophyta	Coscinodiscophyceae	Marine	https://norcca.scrol.net/strain/k-1832	https://norcca.scrol.net/species/coscinodiscus-granii
K-1833	Coscinodiscus granii	Bacillariophyta	Coscinodiscophyceae	Marine	https://norcca.scrol.net/strain/k-1833	https://norcca.scrol.net/species/coscinodiscus-granii
K-1835	Gonyostomum semen	Ochrophyta	Raphidophyceae	Freshwater	https://norcca.scrol.net/strain/k-1835	https://norcca.scrol.net/species/gonyostomum-semen
K-1838	Pseudoisochrysis paradoxa	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-1838	https://norcca.scrol.net/species/pseudoisochrysis-paradoxa
K-1839	Chlamydomonas sp.	Chlorophyta	Chlorophyceae	Pond	https://norcca.scrol.net/strain/k-1839	https://norcca.scrol.net/species/chlamydomonas-sp
K-1840	Nannochloropsis sp.	Ochrophyta	Eustigmatophyceae	Brackish	https://norcca.scrol.net/strain/k-1840	https://norcca.scrol.net/species/nannochloropsis-sp
K-1841	Synechococcus sp.	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/k-1841	https://norcca.scrol.net/species/synechococcus-sp
K-1842	Nannochloropsis sp.	Ochrophyta	Eustigmatophyceae	Brackish	https://norcca.scrol.net/strain/k-1842	https://norcca.scrol.net/species/nannochloropsis-sp
K-1843	Pavlova sp.	Haptophyta	Pavlovophyceae	Brackish	https://norcca.scrol.net/strain/k-1843	https://norcca.scrol.net/species/pavlova-sp
K-1844	Pavlova sp.	Haptophyta	Pavlovophyceae	Brackish	https://norcca.scrol.net/strain/k-1844	https://norcca.scrol.net/species/pavlova-sp
K-1845	Phormidium sp.	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/k-1845	https://norcca.scrol.net/species/phormidium-sp
K-1846	Tisochrysis sp.	Haptophyta	Prymnesiophyceae	Brackish	https://norcca.scrol.net/strain/k-1846	https://norcca.scrol.net/species/tisochrysis-sp
K-1847	Aulacoseira granulata	Bacillariophyta	Coscinodiscophyceae	Brackish	https://norcca.scrol.net/strain/k-1847	https://norcca.scrol.net/species/aulacoseira-granulata
K-1848	Desmidium aptogonum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1848	https://norcca.scrol.net/species/desmidium-aptogonum
K-1849	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1849	https://norcca.scrol.net/species/monoraphidium-sp
K-1850	Prasinophyte sp.	Chlorophyta	Chlorophyta_X	Marine	https://norcca.scrol.net/strain/k-1850	https://norcca.scrol.net/species/prasinophyte-sp
K-1851	Neostromatella monostromatica	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1851	https://norcca.scrol.net/species/neostromatella-monostromatica
K-1852	Cryptophyceae	Cryptophyta	Cryptophyceae	Freshwater	https://norcca.scrol.net/strain/k-1852	https://norcca.scrol.net/species/cryptophyceae
K-1853	Staurastrum leptocladum var. cornutum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1853	https://norcca.scrol.net/species/staurastrum-leptocladum-var-cornutum
