Sökterm	Matchstatus	Taxon id	Status	Vetenskapligt namn	Auktor	Svenskt namn	Kategori	Svensk förekomst	Guid	Synonymer	Rike	Fylum	Klass	Ordning	Familj	Släkte	Art
Spirogyra groenlandica	Exakt	262262	Accepterat	Spirogyra groenlandica	Rosenv.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262262		Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	
Tovellia coronata	Exakt	6012239	Accepterat	Tovellia coronata	(Wo?osz.) Moestrup & al.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6012239	Gymnodinium coronatum Wo?osz.	Chromista	Miozoa	Dinophyceae	Gymnodiniales	Tovelliaceae	Tovellia	
Kephyrion annulatum	Exakt	257830	Accepterat	Kephyrion annulatum	de Graaf		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257830		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Kephyrion	
Eunotia biceps	Exakt	262590	Accepterat	Eunotia biceps	Ehrenb.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262590		Chromista	Gyrista	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	
Ulnaria biceps	Exakt	238002	Accepterat	Ulnaria biceps	(Kütz.) Compère		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238002	"Fragilaria biceps (Kütz.) Lange-Bert.;Synedra biceps Kütz."	Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae	Ulnaria	
Staurastrum bullardii	Exakt	256938	Accepterat	Staurastrum bullardii	G.M. Sm.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 256938		Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	
Ulnaria capitata	Exakt	263352	Accepterat	Ulnaria capitata	(Ehrenb.) Compère		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263352		Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae	Ulnaria	
Zygnema chalybeospermum	Exakt	6017790	Accepterat	Zygnema chalybeospermum	Hansg.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6017790	"Lucernaria chalybeosperma (Hansg.) Kuntze;Zygnema melanosporum Lagerh."	Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Zygnema	
Paraphysomonas corynephora	Exakt	237064	Accepterat	Paraphysomonas corynephora	Preisig & Hibberd, 1982		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237064		Chromista	Gyrista	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
Navicula cryptotenelloides	Exakt	262321	Accepterat	Navicula cryptotenelloides	Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262321		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Zygnema cyanosporum	Exakt	262294	Accepterat	Zygnema cyanosporum	Cleve		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262294		Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Zygnema	
Uroglenopsis eustylis	Exakt	257783	Accepterat	Urostipulosphaera eustylis	(Skuja) Pusztai & Škaloud		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257783	"Uroglena eustylis Skuja;Uroglenopsis eustylis (Skuja) R.H.Thomps. & Wujek"	Chromista	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadaceae	Urostipulosphaera	
Oedogonium irregulare	Exakt	258177	Accepterat	Oedogonium irregulare	Wittr.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 258177		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium	
Euastrum lapponicum	Exakt	256910	Accepterat	Euastrum lapponicum	Schmidle		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 256910		Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae	Euastrum	
Chlamydomonas magnusii	Exakt	238901	Accepterat	Chlamydomonas magnusii	Reinke		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238901		Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	
Cryptomonas obovoidea	Exakt	257578	Accepterat	Cryptomonas obovoidea	Pascher		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257578	Cryptomonas lucens Skuja	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	
Kephyrion ovale	Exakt	237053	Accepterat	Kephyrion ovale	(Lackey) Hub.-Pest.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237053		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Kephyrion	
Katablepharis ovalis	Exakt	238624	Accepterat	Katablepharis ovalis	Skuja		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238624	Kathablepharis ovalis Skuja	Chromista	Katablepharidophyta	Katablepharidophyceae	Kathablepharidales	Kathablepharidaceae	Katablepharis	
Oedogonium oviforme	Exakt	258194	Accepterat	Oedogonium oviforme	(Lewin) Hirn		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 258194	Oedogonium exostriatum Tiff.	Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium	
Bitrichia phaseolus	Exakt	257852	Accepterat	Bitrichia phaseolus	(Fott) Bourr.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257852		Chromista	Gyrista	Chrysophyceae	Hibberdiales	Stylococcaceae	Bitrichia	
Oedogonium pseudoboscii	Exakt	258207	Accepterat	Oedogonium pseudoboscii	Hirn		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 258207		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium	
Navicula pseudotenelloides	Exakt	262869	Accepterat	Navicula pseudotenelloides	Krasske		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262869		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Keratococcus rhaphidioides	Exakt	262135	Accepterat	Keratococcus rhaphidioides	(Hansg.) Pascher		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262135	Dactylococcopsis rhaphidioides Hansg.	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Keratococcus	
Oedogonium rugulosum	Exakt	258216	Accepterat	Oedogonium rugulosum	Nordst.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 258216		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium	
Chlamydomonas sagittula	Exakt	257538	Accepterat	Chlamydomonas sagittula	Skuja		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257538		Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	
Monactinus simplex	Exakt	238729	Accepterat	Monactinus simplex	(Meyen) Corda		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238729	Pediastrum simplex Meyen	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Monactinus	
Oedogonium sociale	Exakt	258218	Accepterat	Oedogonium sociale	Wittr.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 258218		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium	
Zygnemopsis spiralis	Exakt	262302	Accepterat	Zygnemopsis spiralis	(F.E.Fritsch) Transeau		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262302	Zygnema spirale F.E.Fritsch	Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Zygnemopsis	
Navicula venerablis	Exakt	262908	Accepterat	Navicula venerablis	M.H.Hohn & Hellerman		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262908		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Nephrochlamys willeana	Exakt	238864	Accepterat	Nephrochlamys willeana	(Printz) Korshikov		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238864		Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Nephrochlamys	
Discostella stelligera	Exakt	237241	Accepterat	Discostella stelligera	(Cleve & Grunow) Houk & Klee		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237241	"Cyclotella stelligera Cleve & Grunow;Cyclotella setigera ;Cyclotella stelligera (Cleve & Grunow) Van Heurck;Cyclotella meneghiniana var. stelligera Cleve & Grunow"	Chromista	Gyrista	Mediophyceae	Stephanodiscales	Stephanodiscaceae	Discostella	
Pseudopediastrum boryanum	Exakt	257418	Accepterat	Pseudopediastrum boryanum	(Turpin) E.Hegewald		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257418	"Pediastrum boryanum (Turpin) Menegh.;Helierella boryana Turpin"	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pseudopediastrum	
Pseudopediastrum kawraiskyi	Exakt	238727	Accepterat	Pseudopediastrum kawraiskyi	(Schmidle) E.Hegewald		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238727	Pediastrum kawraiskyi Schmidle	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pseudopediastrum	
Cuspidothrix issatschenkoi	Exakt	263645	Accepterat	Cuspidothrix issatschenkoi	(Usa?ev) P.Rajan., Komárek, Willame, Hrouzek, Katovská, L.Hoffm. & Sivonen		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263645	"Anabaena issatschenkoi Usa?ev;Aphanizomenon issatschenkoi (Usa?ev) Proshk.-Lavr.;Aphanizomenon issatschenkoi (Usacev) Proschk.-Lavr."	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cuspidothrix	
Achnanthes acares	Exakt	262166	Accepterat	Achnanthes acares	M.H.Hohn & Hellerman		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262166		Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	
Achnanthes linearioides	Exakt	262228	Accepterat	Rossithidium anastasiae	(Kaczmarska) Potapova		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262228	"Achnanthes linearioides Lange-Bert.;Achnanthidium linearioides (Lange-Bert.) Lange-Bert.;Achnanthes anastasiae Kaczmarska;Achnanthes lineariformis Lange-Bert."	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthaceae	Rossithidium	
Ardissonea formosa	Exakt	238660	Accepterat	Ardissonea formosa	(Hantzsch) Grunow		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238660	Synedra formosa Hantzsch	Chromista	Gyrista	Mediophyceae	Toxariales	Ardissoneaceae	Ardissonea	
Belonastrum berolinensis	Exakt	262708	Accepterat	Belonastrum berolinense	(Lemmerm.) Round & Maidana		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262708	"Synedra amphicephala Kütz.;Synedra berolinensis Lemmerm.;Staurosira berolinensis (Lemmerm.) Lange-Bert.;Staurosirella berolinensis (Lemmerm.) Bukht.;Fragilaria berolinensis (Lemmerm.) Lange-Bert."	Chromista	Gyrista	Bacillariophyta, ordines incertae sedis	Bacillariophyta, families incertae sedis	Bacillariophyta, genera incertae sedis	Belonastrum	
Chaetoceros salsugineus	Exakt	263172	Accepterat	Chaetoceros salsugineus	Takano		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263172	Chaetoceros salsugineum Takano	Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Cyclotella costei	Exakt	262477	Accepterat	Pantocsekiella costei	(Druart & F.Straub) K.T.Kiss & Ács		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262477	"Cyclotella cyclopuncta Håk. & J.R.Carter;Cyclotella distinguenda var. unipunctata (Hust.) Håk. & J.R.Carter;Cyclotella operculata var. unipunctata Hust.;Cyclotella costei Druart & F.Straub;Lindavia costei (Druart & F.Straub) Nakov & al.;Cyclotella comta var. unipunctata Fricke;Cyclotella cretica var. cyclopuncta (Håk. & J.R.Carter) Rol.Schmidt;Cyclotella radiosa var. unipunctata (Fricke) Håk."	Chromista	Gyrista	Mediophyceae	Stephanodiscales	Stephanodiscaceae	Pantocsekiella	
Cymbella dorsenotata	Exakt	262486	Accepterat	Cymbella dorsenotata	Østrup		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262486		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	
Cymbella lancettula	Exakt	262489	Accepterat	Cymbella lancettula	(Krammer) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262489		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	
Cymbella neogena	Exakt	262493	Accepterat	Cymbella neogena	(Grunow) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262493	Cymbella aspera var. neogena Cleve	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	
Cymbopleura amphicephala	Exakt	237834	Accepterat	Cymbopleura amphicephala	(Nägeli ex Kütz.) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237834	Cymbella amphicephala Nägeli ex Kütz.	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura florentiniformis	Exakt	262504	Accepterat	Cymbopleura florentiniformis	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262504		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura hercynica	Exakt	262506	Accepterat	Cymbopleura hercynica	(Ant.Schmidt) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262506	Cymbella hercynica Ant.Schmidt	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura inaequaliformis	Exakt	262507	Accepterat	Cymbopleura inaequaliformis	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262507		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura linearis	Exakt	262511	Accepterat	Cymbopleura linearis	(Foged) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262511		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Encyonopsis falaisensis	Exakt	237843	Accepterat	Encyonopsis falaisensis	(Grunow) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237843	"Cymbella falaisensis (Grunow) Krammer & Lange-Bert.;Cymbella falaisiensis (Grunow) Krammer & Lange-Bert."	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonopsis	
Encyonopsis krammeri	Exakt	262574	Accepterat	Encyonopsis krammeri	E.Reichardt		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262574		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonopsis	
Encyonopsis lanceola	Exakt	262575	Accepterat	Encyonopsis lanceola	(Grunow) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262575		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonopsis	
Eunotia groenlandica	Exakt	262611	Accepterat	Eunotia groenlandica	(Grunow) Nörpel-Schempp & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262611		Chromista	Gyrista	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	
Eunotia pseudoparalleloides	Exakt	262641	Accepterat	Eunotia pseudoparalleloides	(Grunow) Nörpel-Schempp & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262641		Chromista	Gyrista	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	
Fallacia lenzii	Exakt	262664	Accepterat	Fallacia lenzii	(Hust.) Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262664	Navicula lenzii Hust.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	
Fragilaria oldenburgioides	Exakt	262688	Accepterat	Fragilaria oldenburgioides	Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262688		Chromista	Gyrista	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	
Gomphonema acidoclinatum	Exakt	262734	Accepterat	Gomphonema acidoclinatum	Lange-Bert. & E.Reichardt		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262734		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	
Nitzschia lange-bertalotii	Exakt	263000	Accepterat	Nitzschia lange-bertalotii	Coste & Ricard		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263000	Nitzschia langebertalotii Coste & Ricard	Chromista	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	
Pinnularia interruptiformis	Exakt	263127	Accepterat	Pinnularia interruptiformis	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263127		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia isselana	Exakt	263125	Accepterat	Pinnularia isselana	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263125		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia peracuminata	Exakt	263104	Accepterat	Pinnularia peracuminata	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263104		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Placoneis symmetrica	Exakt	263043	Accepterat	Placoneis symmetrica	(Hust.) Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263043	"Navicula constans var. symmetrica Hust.;Placoneis constans var. symmetrica (Hust.) H.Kobayasi"	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Gomphonemataceae	Placoneis	
Planothidium cyclophorum	Exakt	263013	Accepterat	Planothidium cyclophorum	(Heiden) Van de Vijver		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 263013	"Achnanthes cyclophora Heiden;Achnanthes lanceolata var. lanceolatoides (Sovereign) Reimer;Achnanthes lanceolatoides Sovereign;Achnanthes lanceolata subsp. lanceolatoides (Sovereign) Lange-Bert.;Planothidium lanceolatoides (Sovereign) Lange-Bert.;Achnantheiopsis lanceolatoides (Sovereign) Lange-Bert."	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	
Psammothidium kryophilum	Exakt	262922	Accepterat	Psammothidium kryophilum	(J.B.Petersen) E.Reichardt		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262922	"Achnanthes kryophila J.B.Petersen;Achnanthidium kryophilum (J.B.Petersen) Bukht."	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Psammothidium	
Pseudostaurosira parasitica	Exakt	238005	Accepterat	Pseudostaurosira parasitica	(W.Sm.) E.Morales		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238005	"Synedrella parasitica (W.Sm.) Round & Maidana;Odontidium parasiticum W.Sm.;Fragilaria parasitica (W.Sm.) Heib.;Synedra parasitica (W.Sm.) Hust."	Chromista	Gyrista	Bacillariophyceae	Fragilariales	Staurosiraceae	Pseudostaurosira	
Sellaphora hustedtii	Exakt	237565	Accepterat	Sellaphora hustedtii	(Krasske) Lange-Bert. & Werum		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237565	Navicula hustedtii Krasske	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	
Sellaphora stroemii	Exakt	262803	Accepterat	Sellaphora stroemii	(Hust.) H.Kobayasi		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262803	Navicula stroemii Hust.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	
Stauroneis francisci-josefi	Exakt	262733	Accepterat	Stauroneis francisci-josefi	Van de Vijver & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262733	Stauroneis franciscijosefi Van de Vijver & Lange-Bert.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	
Staurosira opacolineata	Exakt	262462	Accepterat	Staurosira opacolineata	(Lange-Bert.) Witon, Lange-Bert. & Witkowski		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262462	Fragilaria opacolineata Lange-Bert.	Chromista	Gyrista	Bacillariophyceae	Fragilariales	Staurosiraceae	Staurosira	
Discostella glomerata	Exakt	237232	Accepterat	Cyclotella glomerata	H.Bachm.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237232	Discostella glomerata (H.Bachm.) Houk & Klee	Chromista	Gyrista	Mediophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	
Discostella woltereckii	Exakt	262538	Accepterat	Discostella woltereckii	(Hust.) Houk & Klee		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262538	Cyclotella woltereckii Hust.	Chromista	Gyrista	Mediophyceae	Stephanodiscales	Stephanodiscaceae	Discostella	
Scenedesmus brevispina	Exakt	257459	Accepterat	Scenedesmus brevispina	(G.M. Sm.) Chodat		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257459	Scenedesmus minutus (G.M. Sm.) Chodat	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	
Elakatothrix biplex	Exakt	256837	Accepterat	Elakatothrix biplex	(Nygaard) Hindák		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 256837	Elakatothrix gelatinosa f. biplex Nygaard	Plantae		Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	
Grunowia sinuata	Exakt	263038	Accepterat	Grunowia sinuata	(Thwaites) Rabenh.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263038	"Denticula sinuata Thwaites;Nitzschia sinuata (Thwaites) Grunow;Nitzschia sinuata var. sinuata (Thwaites ex W.Sm.) Grunow;Nitzschia sinuata var. sinuata "	Chromista	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Grunowia	
Encyonopsis cesatii	Exakt	237837	Accepterat	Encyonopsis cesatii	(Rabenh.) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237837	Cymbella cesatii (Rabenh.) Grunow in Ant.Schmidt	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonopsis	
Franceia armata	Exakt	238736	Accepterat	Franceia armata	(Lemmerm.) Korshikov		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238736		Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Franceia	
Franceia echidna	Exakt	238738	Accepterat	Franceia echidna	(Bohlin) Bourrelly, 1948		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238738		Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Franceia	
Chaetophora flagellifera	Exakt	262092	Accepterat	Chaetophora flagellifera	Kütz.	piskgelé	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262092		Plantae	Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophoraceae	Chaetophora	
Monoraphidium dybowskii	Exakt	238756	Accepterat	Monoraphidium dybowskii	(Wolosz.) Hindák & Komárk.-Legn.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238756		Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	
Pteromonas cordiformis	Exakt	257554	Accepterat	Pteromonas cordiformis	(Lemmerm.) Fott		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257554		Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Phacotaceae	Pteromonas	
Tetraspora limnetica	Exakt	238888	Accepterat	Tetraspora limnetica	W. & G.S. West, 1912		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238888		Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Tetrasporaceae	Tetraspora	
Westellopsis linearis	Exakt	257496	Accepterat	Westellopsis linearis	(G.M.Sm.) C.C.Jao		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257496	Westella linearis G.M.Sm.	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Westellopsis	
Cyanocatena imperfecta	Exakt	263382	Accepterat	Cyanocatena imperfecta	(Cronberg & Weibull) Joosten		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263382	Cyanodictyon imperfectum Cronberg & Weibull	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanocatena	
Scenedesmus nanus	Exakt	238841	Accepterat	Desmodesmus abundans	(Kirchn.) E.Hegewald		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238841	"Desmodesmus abundans (Kirchner) Hegewald, 2000;Scenedesmus caudatus f. abundans Kirchn.;Scenedesmus abundans (Kirchn.) Chodat;Scenedesmus nanus Chodat;Scenedesmus parvus (G.M. Smith) Bourrelly in Bourrelly & Manguin, 1952;Scenedesmus quadrispina Chodat;Scenedesmus quadricauda var. quadrispina (Chodat) G.M.Sm.;Scenedesmus rostrato-spinosus Chodat;Scenedesmus rostratospinosus Chodat"	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	
Scenedesmus smithii	Exakt	257486	Accepterat	Scenedesmus smithii	Teiling		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257486		Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	
Spirogyra hassalii	Exakt	262264	Accepterat	Spirogyra hassalii	(Jenner) P.Petit		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262264	Zygnema hassallii Jenner	Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	
Spirogyra hyalina	Exakt	262265	Accepterat	Spirogyra hyalina	Cleve		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262265		Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	
Spirogyra subsalsa	Exakt	262283	Accepterat	Spirogyra subsalsa	Kütz.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262283		Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	
